quote,book title,author
"When you buy a stock, how long do you typically hold on to it? JR: It’s typically five years,",How to Invest: Masters on the Craft,David M. Rubenstein
I can’t wait to turn on CNBC and see how the market’s opening up. I get the early indications from my deputy portfolio manager of what’s moving the markets.,How to Invest: Masters on the Craft,David M. Rubenstein
"It’s like being a treasure hunter out there looking for buried treasure, looking for wonderful companies that have been misunderstood and misplaced",How to Invest: Masters on the Craft,David M. Rubenstein
the best way to get exposed to the markets is to work in the investment offices of the university that they happen to be a part of.,How to Invest: Masters on the Craft,David M. Rubenstein
"I start out with the five newspapers [the New York Times, Wall Street Journal, Financial Times, Chicago Tribune, and Chicago Sun-Times].",How to Invest: Masters on the Craft,David M. Rubenstein
"too—build relationships with your peers in business school so that you can talk to them 30 years, 40 years later, when you need independent advice on a tough decision you’re making in the markets or out of the markets.",How to Invest: Masters on the Craft,David M. Rubenstein
"core real estate, core-plus, value-added, and opportunistic. What are those four different categories?",How to Invest: Masters on the Craft,David M. Rubenstein
"You’re trying to produce 20 percent gross, 15 percent net to the customer.",How to Invest: Masters on the Craft,David M. Rubenstein
"I would say residential real estate is safer, less volatile. Commercial real estate involves office buildings;",How to Invest: Masters on the Craft,David M. Rubenstein
"If you have the skill set, you can evaluate, plus you travel a lot.",How to Invest: Masters on the Craft,David M. Rubenstein
"I love the people. I love learning about all these different places. I got to see all of the United States, virtually all of the developed world.",How to Invest: Masters on the Craft,David M. Rubenstein
"The warning signs for real estate are twofold. One is too much leverage, too much capital.",How to Invest: Masters on the Craft,David M. Rubenstein
"The other is too many cranes, too much building. We’re actually below historic levels, in terms of new supply.",How to Invest: Masters on the Craft,David M. Rubenstein
One positive thing about real estate is that inflation drives up the replacement cost of buildings.,How to Invest: Masters on the Craft,David M. Rubenstein
"When we think about our company, we know we’re better together: we’re better at being creative, we’re better at solving problems, we’re better at training our young people. It’s an apprenticeship business, learning how to invest.",How to Invest: Masters on the Craft,David M. Rubenstein
"Tech is driving so much of the growth in this global economy, those are the most interesting places to invest.",How to Invest: Masters on the Craft,David M. Rubenstein
doubt there is any other area of commerce where more leverage (or debt) is available than in real estate.,How to Invest: Masters on the Craft,David M. Rubenstein
The most successful people who have worked for me have had the highest degree of motivation.,How to Invest: Masters on the Craft,David M. Rubenstein
Good investors focus on risk. Risk is the downside.,How to Invest: Masters on the Craft,David M. Rubenstein
"Wealth management is trying to help someone with their entire life, both their assets and their liabilities, their planning, their gifting, the legacy that they want to leave for their families, the 529 plans they need to prepare to get their kids through college.",How to Invest: Masters on the Craft,David M. Rubenstein
"Then, to keep their money and continue to grow it, the trick is diversification.",How to Invest: Masters on the Craft,David M. Rubenstein
"Diversification comes with having to master lots of different things. Generally, people find it hard to master lots of different asset classes, sectors, areas to invest in, because they don’t have the time to do that.",How to Invest: Masters on the Craft,David M. Rubenstein
“Don’t lose what you already have” is a very good way of thinking about it.,How to Invest: Masters on the Craft,David M. Rubenstein
Diversify. Don’t put all your eggs in one basket.,How to Invest: Masters on the Craft,David M. Rubenstein
"You’re synthesizing all of that information every morning, then you’re going out and figuring out how to apply it to each situation.",How to Invest: Masters on the Craft,David M. Rubenstein
The best wealth managers in the world do much more listening than they do talking.,How to Invest: Masters on the Craft,David M. Rubenstein
"Our place is to figure out how to ferret out answers to those questions, then be able to apply a plan and work through that plan over time.",How to Invest: Masters on the Craft,David M. Rubenstein
The job of a great wealth management firm is making sure that you have the proper fit.,How to Invest: Masters on the Craft,David M. Rubenstein
"Wealth management is an important life component for everybody, because the more responsible you are in understanding how to invest money can help you, can help your family, can help other people you’re advising.",How to Invest: Masters on the Craft,David M. Rubenstein
"That policy portfolio has your standard cap and growth bucket [large capitalization and growth public stocks], capital preservation bucket, and real asset bucket.",How to Invest: Masters on the Craft,David M. Rubenstein
"In this industry, you make money by having a view that’s not the consensus and, over time, becomes the consensus view.",How to Invest: Masters on the Craft,David M. Rubenstein
"When I sit down with a manager, I want them to be able to explain to me what their edge is and why it exists.",How to Invest: Masters on the Craft,David M. Rubenstein
good manager gets too focused on asset gathering vs. generating value-added returns.,How to Invest: Masters on the Craft,David M. Rubenstein
It is important that whomever you hire—whether directly or an external fund—puts the client interest first.,How to Invest: Masters on the Craft,David M. Rubenstein
"talk about drawdown tolerance and liquidity needs, and we manage the portfolio in the context of that.",How to Invest: Masters on the Craft,David M. Rubenstein
"When a portfolio’s overdiversified, you’re guaranteed mediocrity, so we’ve concentrated the portfolio more since I’ve arrived here.",How to Invest: Masters on the Craft,David M. Rubenstein
What I enjoy most about this industry is that every day you come in and your challenges are different and there’s something to learn.,How to Invest: Masters on the Craft,David M. Rubenstein
"I mentioned that we are measured against the benchmarks of the big college endowments, 60/40, and our policy portfolio.",How to Invest: Masters on the Craft,David M. Rubenstein
"Paula’s drive to succeed, razor-sharp intellect, and willingness to take risks on new investment managers proved to be a winning formula.",How to Invest: Masters on the Craft,David M. Rubenstein
They spent a lot of their college and postcollege years learning how to be an investor.,How to Invest: Masters on the Craft,David M. Rubenstein
"One of the things he taught the Yale team was to look for inefficiencies, to look where other people are not looking,",How to Invest: Masters on the Craft,David M. Rubenstein
He loved the fact that he was working with students. He loved the fact that we were making money for financial aid.,How to Invest: Masters on the Craft,David M. Rubenstein
“Worldly wisdom teaches that it is better for reputation to fail conventionally than to succeed unconventionally.”,How to Invest: Masters on the Craft,David M. Rubenstein
He was passionate about markets. He was early to see the rise of China. That’s one of the things that I think attracted me to David—his,How to Invest: Masters on the Craft,David M. Rubenstein
"I’m looking for a manager that knows their stocks really well, back and forth, and has good due-diligence processes.",How to Invest: Masters on the Craft,David M. Rubenstein
So each year you need to make at least 4 percent to 6 percent or whatever your payout ratio is?,How to Invest: Masters on the Craft,David M. Rubenstein
"What is important for me to be successful in my job is that I can get that payout plus whatever inflation exists,",How to Invest: Masters on the Craft,David M. Rubenstein
"At a foundation, the principal problem, the thing that we’re trying to solve for before anything else, is liquidity. There are no inflows of capital, so we need to make sure that we can meet our obligations.",How to Invest: Masters on the Craft,David M. Rubenstein
"There are very few fixed costs in a foundation that’s run well, because most of your payout is grants. We never want to cut grants, but we can.",How to Invest: Masters on the Craft,David M. Rubenstein
It is very important for the investment arm of any institution to be aligned with the values of that institution.,How to Invest: Masters on the Craft,David M. Rubenstein
Columbia has been very clear that they have a value around sustainability.,How to Invest: Masters on the Craft,David M. Rubenstein
Every day you get to make an impact on an institution that is doing great work and is mission-based.,How to Invest: Masters on the Craft,David M. Rubenstein
"We are able to talk to all sorts of people that, growing up, I never imagined I would ever have access to.",How to Invest: Masters on the Craft,David M. Rubenstein
I’m most optimistic always about technology and how technology is solving so many of the world’s problems.,How to Invest: Masters on the Craft,David M. Rubenstein
"we are in the business of taking a risk. If you want to produce returns, you have to be willing to take a risk and you have to be willing to analyze and mitigate that risk the best you can, and to make sure that the return potential of an investment is equal to the risk. But you can’t avoid risk.",How to Invest: Masters on the Craft,David M. Rubenstein
"The most common mistake is following the herd and doing what everybody else is doing,",How to Invest: Masters on the Craft,David M. Rubenstein
“Value investing lies at the intersection of economics and psychology. I’ve joked that it’s a marriage of the calculator and a contrarian streak.”,How to Invest: Masters on the Craft,David M. Rubenstein
Seth a “value” investor—someone who wants to make investments at a discount to underlying value.,How to Invest: Masters on the Craft,David M. Rubenstein
"Deep curiosity benefits all investors. Attention to detail, pattern recognition, having a lot of ideas around any specific situation—all of those are requisite skills.",How to Invest: Masters on the Craft,David M. Rubenstein
"first of all, people need to be patient and disciplined. There aren’t always bargains.",How to Invest: Masters on the Craft,David M. Rubenstein
"five key forces—competition in the industry, the power of customers, the power of suppliers, the potential for new entrants, and the possibility of substitutes—that always affect a company’s performance.]",How to Invest: Masters on the Craft,David M. Rubenstein
a value investor doesn’t need the whole market to be cheap.,How to Invest: Masters on the Craft,David M. Rubenstein
"A value investor needs a handful of investments to be bargain-priced, to be inefficiently priced.",How to Invest: Masters on the Craft,David M. Rubenstein
Certain sectors come into favor and others go out of favor; so we do have some equity opportunities.,How to Invest: Masters on the Craft,David M. Rubenstein
"When we find great opportunities, we buy them, and when we don’t, we hold cash. We don’t choose to throw it into things that are not undervalued or mispriced.",How to Invest: Masters on the Craft,David M. Rubenstein
"We’re bottom-up investors, not top-down, which means looking stock by stock, security by security, investment by investment, rather than developing a macro view of where the market should be.",How to Invest: Masters on the Craft,David M. Rubenstein
The two really important principles are taking a long-term approach and getting as flexible a mandate as you can.,How to Invest: Masters on the Craft,David M. Rubenstein
"[The Bloomberg terminal is a desktop computer that is the favored source of up-to-date financial information and market data for professional investors, particularly traders.]",How to Invest: Masters on the Craft,David M. Rubenstein
It’s tempting for people to think that shorting is always a risk-reduction activity—that,How to Invest: Masters on the Craft,David M. Rubenstein
"If you go short, you can lose an infinite amount, and so we really are loathe to short.",How to Invest: Masters on the Craft,David M. Rubenstein
"When we own something that drops, we check and recheck our work, and if we have the opportunity we add to the position. That’s a way of turning lemons into lemonade.",How to Invest: Masters on the Craft,David M. Rubenstein
I’d recommend anything by Michael Lewis. Moneyball is really a value-investing book.,How to Invest: Masters on the Craft,David M. Rubenstein
"He wrote a book about credit called Money of the Mind. It’s incredibly important, almost an exposé of the psychological aspects of credit.",How to Invest: Masters on the Craft,David M. Rubenstein
"often appear as a guest speaker in classes at Harvard Business School, Columbia Business School, Yale undergrad, a number of others like Penn.",How to Invest: Masters on the Craft,David M. Rubenstein
I’m interested in and curious about the world around me.,How to Invest: Masters on the Craft,David M. Rubenstein
"Yes. I love the game of trying to figure out what’s going on in the world, what’s going to happen, and betting on",How to Invest: Masters on the Craft,David M. Rubenstein
"I look at the whole world and the interconnectedness of it, try to figure out how it works, then I bet on what will happen, and then it gives me clear feedback.",How to Invest: Masters on the Craft,David M. Rubenstein
"find the smartest people I could who disagreed with me so I could stress-test my thinking, and to learn how to diversify well so that I could keep the high returns while reducing the risk.",How to Invest: Masters on the Craft,David M. Rubenstein
What people don’t realize is that diversification has nothing to do with return reduction.,How to Invest: Masters on the Craft,David M. Rubenstein
thought the world was going to go into a depression-like economy because of this debt crisis.,How to Invest: Masters on the Craft,David M. Rubenstein
"I couldn’t have been more wrong. August 18, 1982, was the exact bottom of the stock market, because the Fed eased a lot, interest rates plunged, and everything went up.",How to Invest: Masters on the Craft,David M. Rubenstein
"First, knowing how to create great upside with limited downside, which I just explained. Second, converting my written-out principles into algorithmic decision rules that I could back-test to see how they would’ve worked in the past.",How to Invest: Masters on the Craft,David M. Rubenstein
Then I had these criteria programmed into a computer and put their return streams together into a well-engineered portfolio of bets that balanced each other.,How to Invest: Masters on the Craft,David M. Rubenstein
"Having a culture in which there’s thoughtful disagreement and meritocratic decision making, so the best ideas win out, was a big thing.",How to Invest: Masters on the Craft,David M. Rubenstein
"You have to be an independent thinker because you can’t make money in the markets betting with the consensus,",How to Invest: Masters on the Craft,David M. Rubenstein
"I look at how debt and money are produced and how they are passed through the system relative to the quantity of goods and services sold. I know that one person’s debts are another person’s assets, and that balancing inflation against growth is more difficult when there are lots of debt and financial assets outstanding. And I see how big they are and how fast they are growing. The way the economy and the Fed work is that whenever the economy is too weak, the Fed wants to stimulate it, so it gives the economy a shot by creating a lot of money and credit to stimulate spending. After it gives that shot, there is more spending on goods, services, and financial assets, and everybody’s happy. By seeing the amount of money and credit, I can estimate inflation. Now,",How to Invest: Masters on the Craft,David M. Rubenstein
"the Fed is faced with high inflation because of the enormous amounts of debt and money it created,",How to Invest: Masters on the Craft,David M. Rubenstein
"deficits and debt creation are still large at the same time, which is a formula for stagflation.",How to Invest: Masters on the Craft,David M. Rubenstein
"In the liquid area, he is part macro investor (investing in ways designed to capture macroeconomic or geopolitical trends he foresees),",How to Invest: Masters on the Craft,David M. Rubenstein
"I loved the “invisible hand,” comparative advantage, marginal costs, all that stuff.",How to Invest: Masters on the Craft,David M. Rubenstein
"Every event in the world affects some security somewhere,",How to Invest: Masters on the Craft,David M. Rubenstein
"I used to use interest rate forecasts and currency forecasts to figure out where to invest in the equity market,",How to Invest: Masters on the Craft,David M. Rubenstein
"My investment philosophy became one of having a quiver of arrows: equities, bonds, currencies, commodities.",How to Invest: Masters on the Craft,David M. Rubenstein
"Because of how I started investing, I’ve always used bottom-up investing.",How to Invest: Masters on the Craft,David M. Rubenstein
my economic forecasts don’t come from unemployment rates and stuff like that. They come from information I get on companies from the ground up.,How to Invest: Masters on the Craft,David M. Rubenstein
"It was about sizing positions. Not whether you’re right or wrong, but how much you make when you’re right and how much will you lose when you’re wrong, and that if you have conviction on something, you have to go big and take big positions.",How to Invest: Masters on the Craft,David M. Rubenstein
"I would say reading. I also use a lot of charts,",How to Invest: Masters on the Craft,David M. Rubenstein
I will sell at a loss immediately if the reason I own something has changed.I,How to Invest: Masters on the Craft,David M. Rubenstein
"If there’s an anomaly, you can move in and take advantage of that trade before the anomaly is no longer an anomaly.",How to Invest: Masters on the Craft,David M. Rubenstein
The way I’ve really succeeded is by surrounding myself with great people.,How to Invest: Masters on the Craft,David M. Rubenstein
My secret to success was finding good people.,How to Invest: Masters on the Craft,David M. Rubenstein
I. A Bermuda trust is a legal structure that separates the legal ownership of an asset from the beneficiary of the trust;,How to Invest: Masters on the Craft,David M. Rubenstein
“The most important thing is to concentrate on a particular area that you know better than other people. That’s what gives you an advantage.”,How to Invest: Masters on the Craft,David M. Rubenstein
The difficulty in shorting credit securities is you have to actually borrow the securities and you have a negative carry.,How to Invest: Masters on the Craft,David M. Rubenstein
"trade—asymmetrical meaning that you could lose a little bit on the downside but make 100 times on the upside, so you can potentially make a lot of money without risking a lot of money.",How to Invest: Masters on the Craft,David M. Rubenstein
"it stays in the 3–5 percent range, then I think ultimately interest rates will catch up and bonds will fall.",How to Invest: Masters on the Craft,David M. Rubenstein
"In that scenario, there are various option strategies related to bonds and interest rates that could offer very high returns",How to Invest: Masters on the Craft,David M. Rubenstein
"but that if inflation does prove to be higher than the market currently expects, that will result in both higher gold prices and higher interest rates.",How to Invest: Masters on the Craft,David M. Rubenstein
We believe that gold does very well in times of inflation. We saw what happened the last time gold went parabolic,How to Invest: Masters on the Craft,David M. Rubenstein
Paying back is very confiscatory and would likely result in a long period of slow growth.,How to Invest: Masters on the Craft,David M. Rubenstein
"I decided I wanted to go into risk arbitrage. They said, “If you want to do that, first you have to go to Harvard Business School. Then you have to work in M&A. And then, if you’re really good, you could work in risk arbitrage.”",How to Invest: Masters on the Craft,David M. Rubenstein
They paid double the starting salaries the investment banks were paying at the time. I was seduced into consulting.,How to Invest: Masters on the Craft,David M. Rubenstein
"Wall Street, there were always two sides. One was called the agency side, where you work in investment banking, represent clients, and earn fees. The other was the principal side, where you earn money by investing your capital. The really wealthy people worked on the principal side.",How to Invest: Masters on the Craft,David M. Rubenstein
"But $2 on $50 is 4 percent. If the deal closes in four months, if you do that three times a year, three times four would be a 12 percent rate of return.",How to Invest: Masters on the Craft,David M. Rubenstein
"Distinguished Adjunct Professor Seminar in Investment Banking,",How to Invest: Masters on the Craft,David M. Rubenstein
"You may feel strongly that this company seems like it’s ripe for a takeover. You can buy it prior to the takeover, and you could be right.",How to Invest: Masters on the Craft,David M. Rubenstein
Risk arbitrage is announced deals. You can try and anticipate.,How to Invest: Masters on the Craft,David M. Rubenstein
"For someone in risk arbitrage or private equity, probably the best place to start is mergers and acquisitions, where you become familiar with valuations and merger agreements and takeover laws.",How to Invest: Masters on the Craft,David M. Rubenstein
"The best thing is to invest in areas that you know well. Anyone can be lucky in a particular investment, but that’s not a long-term strategy.",How to Invest: Masters on the Craft,David M. Rubenstein
The most important thing is to concentrate on a particular area that you know better than other people.,How to Invest: Masters on the Craft,David M. Rubenstein
The single best investment for anyone with that type of money would be to buy their own house or apartment.,How to Invest: Masters on the Craft,David M. Rubenstein
I love learning about new businesses and understanding what drives a company’s success.,How to Invest: Masters on the Craft,David M. Rubenstein
Diversity of opinions results in better investment decisions.,How to Invest: Masters on the Craft,David M. Rubenstein
pay up for a great business than to buy a mediocre business for a low multiple.III,How to Invest: Masters on the Craft,David M. Rubenstein
"It could be to help them run business processes, like how to send invoices, how to do their accounting, how to do their online marketing.",How to Invest: Masters on the Craft,David M. Rubenstein
"The second piece is all that code that runs your IT department, makes sure you get data in, data out, that all the machines communicate with one another,",How to Invest: Masters on the Craft,David M. Rubenstein
cybersecurity—every piece of code that protects all that IT environment around you so that your data and your process can be safe.,How to Invest: Masters on the Craft,David M. Rubenstein
"The term “distressed debt” refers to the debt or other obligations (for example, trade claims) of a company that has either failed to pay interest or principal when due or that investors expect to default in the future.",How to Invest: Masters on the Craft,David M. Rubenstein
"When you buy distressed debt, are you typically buying a company’s senior debt, which has a better chance of being repaid, or the company’s junior debt, which is not secured by assets and is thus a bit riskier?",How to Invest: Masters on the Craft,David M. Rubenstein
"My philosophy is that it’s a long ball game, and I try hard to maintain good relations with my friends in the buyout business.",How to Invest: Masters on the Craft,David M. Rubenstein
"To be a successful distressed-debt investor, you have to be unemotional and contrarian, because your job is to buy at the height of fear and panic.",How to Invest: Masters on the Craft,David M. Rubenstein
The best thing to do as a first-time founder is build a product.,How to Invest: Masters on the Craft,David M. Rubenstein
"The theory used to be that after a Series A, Series B, maybe Series C, you go public.",How to Invest: Masters on the Craft,David M. Rubenstein
"It’s a cyclical business. It has a history of boom/bust cycles, just like any other sector of the economy.",How to Invest: Masters on the Craft,David M. Rubenstein
“victory has a hundred fathers and defeat is an orphan.”,How to Invest: Masters on the Craft,David M. Rubenstein
Can we be a shareholder for 20 years if things go right?,How to Invest: Masters on the Craft,David M. Rubenstein
"It reminds me of the histories of World War I, where the generals are making the decisions from comfortable dining rooms 30 miles behind the lines. It doesn’t work.",How to Invest: Masters on the Craft,David M. Rubenstein
"But until then, people are buying crypto as a hedge against the debasement of fiat currencies.",How to Invest: Masters on the Craft,David M. Rubenstein
"I’m giving someone my money to invest, I want them to have studied what it takes to be an investor.",How to Invest: Masters on the Craft,David M. Rubenstein
SPAC is a deceptively simple legal structure in which a public company that has raised cash in the marketplace—done an IPO—looks for a private company with which to merge.,How to Invest: Masters on the Craft,David M. Rubenstein
"They learn a way to do something, and they think that is the way.",How to Invest: Masters on the Craft,David M. Rubenstein
"I’m less of a fan of business school than some people in my field, because I think that thinking about things differently is the key to success.",How to Invest: Masters on the Craft,David M. Rubenstein
A SPAC might be better if the target company has not yet scaled sufficiently to have past financial performance to warrant an IPO.,How to Invest: Masters on the Craft,David M. Rubenstein
"“The thesis, at least the way we invest, is that we think we can do a better job of running these assets than the government can.”",How to Invest: Masters on the Craft,David M. Rubenstein
The appeal of infrastructure investing is due to several factors: these kinds of assets have long durations; very predictable cash flows with comparatively little volatility; monopoly-like holds on a market,How to Invest: Masters on the Craft,David M. Rubenstein
US is one of the few places in the developed world where transport assets continue to be owned by governments.,How to Invest: Masters on the Craft,David M. Rubenstein
One is that infrastructure properly invested in are not really correlated to other asset classes.,How to Invest: Masters on the Craft,David M. Rubenstein
they like about it is that it has fairly steady cash yields.,How to Invest: Masters on the Craft,David M. Rubenstein
"There needs to be a new paradigm about how you fund infrastructure, because the governments simply are not going to be able to afford",How to Invest: Masters on the Craft,David M. Rubenstein
One of the things we have done at GIP is focus on how can we take infrastructure assets that are buried within larger,How to Invest: Masters on the Craft,David M. Rubenstein
One of the things we have done at GIP is focus on how can we take infrastructure assets that are buried within larger companies and help them monetize.,How to Invest: Masters on the Craft,David M. Rubenstein
"In emerging markets, you’ve got to worry about political risk. You worry about currency risk.",How to Invest: Masters on the Craft,David M. Rubenstein
"One, you need to have some domain knowledge about whatever it is you’re investing in.",How to Invest: Masters on the Craft,David M. Rubenstein
"Two, you have to be intellectually honest in recognizing what the risks of a transaction are. Three, you have to understand that infrastructure investment is different from private equity.",How to Invest: Masters on the Craft,David M. Rubenstein
"Environmental—will the investment impact the environment in some hopefully favorable way? Social—will the investment address appropriately social issues like equity, diversity, and inclusion? Governance—will the investment be in a company that is governed in a way to reflect all stakeholder interests rather than just shareholder (or executive) interests? When",How to Invest: Masters on the Craft,David M. Rubenstein
"Second, investors increasingly believe that companies with strong ESG metrics will actually outperform investments without such metrics",Same as Ever: A Guide to What Never Changes,Morgan Housel
"You’d see people persuaded by risk, jealousy, and tribal affiliations in ways that are familiar to you. You’d see overconfidence and shortsightedness that remind you of people’s behavior today.",Same as Ever: A Guide to What Never Changes,Morgan Housel
Things that never change are important because you can put so much confidence into knowing how they’ll shape the future.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"I write about the intersection of money, history, and psychology.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"We didn’t think about it at the time, but the combination of heavy snow on top of fluffy snow creates textbook avalanche conditions.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"So much of the world hangs by a thread. An irony of studying history is that we often know exactly how a story ends, but we have no idea where it began.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"Viewing events in isolation, without an appreciation of their long roots, helps explain everything from why forecasting is hard to why politics is nasty.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"Every event creates its own offspring, which impact the world in their own special ways.",Same as Ever: A Guide to What Never Changes,Morgan Housel
“Risk is what’s left over after you think you’ve thought of everything.”,Same as Ever: A Guide to What Never Changes,Morgan Housel
"you follow the rule that the crazier the boom, the harder the bust, the Great Depression must have been obvious.",Same as Ever: A Guide to What Never Changes,Morgan Housel
There is rarely more or less economic uncertainty; just changes in how ignorant people are to potential risks.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"If you knew what the biggest risk was you would do something about it, and doing something about it would make it less risky.",Same as Ever: A Guide to What Never Changes,Morgan Housel
“The idea that what you don’t see might refute everything you believe just doesn’t occur to us.”,Same as Ever: A Guide to What Never Changes,Morgan Housel
"So, in personal finance, the right amount of savings is when it feels like it’s a little too much. It should feel excessive; it should make you wince a little.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"you only wished to be happy, this could be easily accomplished; but we wish to be happier than other people, and this is always difficult, for we believe others to be happier than they are.”",Same as Ever: A Guide to What Never Changes,Morgan Housel
"There is no such thing as objective wealth—everything is relative, and mostly relative to those around you.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"Today’s economy is good at generating three things: wealth, the ability to show off wealth, and great envy for other people’s wealth.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"The real value of things like our eyesight or relationships or freedom can be hidden to us, because money is not changing hands.",Same as Ever: A Guide to What Never Changes,Morgan Housel
The first rule of a happy life is low expectations. If you have unrealistic expectations you’re going to be miserable your whole life.,Same as Ever: A Guide to What Never Changes,Morgan Housel
That may perfectly sum up how extremely successful people operate. Of course they have abnormal characteristics.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"Something I’ve long thought true, and which shows up constantly when you look for it, is that people who are abnormally good at one thing tend to be abnormally bad at something else.",Same as Ever: A Guide to What Never Changes,Morgan Housel
Part of this idea is realizing that people who are capable of achieving incredible things often take risks that can backfire just as powerfully.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"If you’re not willing to do a wholesale, 24/7, 100 percent swap with who that person is, then there is no point in being jealous.",Same as Ever: A Guide to What Never Changes,Morgan Housel
Dealing with the math behind risk and uncertainty in general is difficult—something people have struggled with forever and always will.,Same as Ever: A Guide to What Never Changes,Morgan Housel
“Human beings cannot comprehend very large or very small numbers.,Same as Ever: A Guide to What Never Changes,Morgan Housel
One that doesn’t get much attention is that the wider the news becomes the,Same as Ever: A Guide to What Never Changes,Morgan Housel
One that doesn’t get much attention is that the wider the news becomes the,Same as Ever: A Guide to What Never Changes,Morgan Housel
One that doesn’t get much attention is that the wider the news becomes the more likely it is to be pessimistic.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"“The Psychology of Human Misjudgment.” He listed twenty-five biases that lead to bad decisions. One is the “Doubt-Avoidance Tendency,”",Same as Ever: A Guide to What Never Changes,Morgan Housel
whoever tells a story that catches people’s attention and gets them to nod their heads is the one who tends to be rewarded.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"If you have the right answer and you’re a good storyteller, you’ll almost certainly get ahead.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"Good stories tend to do that. They have extraordinary ability to inspire and evoke positive emotions, bringing insight and attention to topics that people tend to ignore when they’ve previously been presented with nothing but facts.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"It has no new information, no discoveries. But it’s so well written—he tells such a good story—that it became an instant New York Times bestseller and The Washington Post’s Book of the Year.",Same as Ever: A Guide to What Never Changes,Morgan Housel
The influence of a good story drives you crazy if you assume the world is swayed by facts and objectivity—if you assume the best idea or the largest numbers or the correct answer wins.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"If you’re trying to figure out where something is going next, you have to understand more than its technical possibilities.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"You have to understand the stories everyone tells themselves about those possibilities, because it’s such a big part of the forecasting equation.",Same as Ever: A Guide to What Never Changes,Morgan Housel
Stories do more than persuade others. They can help you just as much.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"Poor evidence can be a very compelling story if that story scratches an itch someone wants to go away, or gives context to a belief they want to be true.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"He found the universal emotions that influence everyone, regardless of who they were or where they were from, and got them to nod their heads in the same direction.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"Every investment price, every market valuation, is just a number from today multiplied by a story about tomorrow.",Same as Ever: A Guide to What Never Changes,Morgan Housel
Same thing here: The most important variable was the stories people told themselves. And that was the only thing you couldn’t measure and couldn’t predict with foresight.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"If you’ve relied on data and logic alone to make sense of the economy, you’d have been confused for a hundred years straight.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"financial instability hypothesis. The idea isn’t heavy on math and formulas. It describes a psychological process that basically goes like this: • When an economy is stable, people get optimistic. • When people get optimistic, they go into debt. • When they go into debt, the economy becomes unstable.",Same as Ever: A Guide to What Never Changes,Morgan Housel
The mere idea of stability causes a smart and rational movement toward bidding asset prices up high enough to cause instability.,Same as Ever: A Guide to What Never Changes,Morgan Housel
The irony of good times is that they breed complacency and skepticism of warnings.,Same as Ever: A Guide to What Never Changes,Morgan Housel
Paranoia leads to success because it keeps you on your toes.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"You’d be surprised, though, how common it is for people to attempt to speed up a process beyond what it can handle.",Same as Ever: A Guide to What Never Changes,Morgan Housel
most convenient size. A proper state where things work well but break when you try to scale them to a different size or speed.,Same as Ever: A Guide to What Never Changes,Morgan Housel
“most convenient” investing time horizon—probably somewhere around ten years or more. That’s the period in which markets nearly always reward your patience.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"“A tree that grows quickly rots quickly and therefore never has a chance to grow old,” forester Peter Wohlleben wrote. Haste makes waste.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"Those with artificial, supercharged growth early on die 15 percent earlier than average.",Same as Ever: A Guide to What Never Changes,Morgan Housel
most great things in life—from love to careers to investing—gain their value from two things: patience and scarcity.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"Stress focuses your attention in ways good times can’t. It kills procrastination and indecision, taking what you need to get done and shoving it so close to your face that you have no choice but to pursue it, right now and to the best of your ability.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"Big, fast changes happen only when they’re forced by necessity.",Same as Ever: A Guide to What Never Changes,Morgan Housel
Stuff like that rarely happens that fast without fear as a motivator.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"Would the innovation boom have occurred without the previous crisis? Almost certainly not. Same during COVID-19, when a generational risk and panic set off an astounding development and production of new vaccines.",Same as Ever: A Guide to What Never Changes,Morgan Housel
“Most successful people are just a walking anxiety disorder harnessed for productivity.”,Same as Ever: A Guide to What Never Changes,Morgan Housel
"The fear, the pain, the struggle are motivators that positive feelings can never match.",Same as Ever: A Guide to What Never Changes,Morgan Housel
